basis_id,degree_id,tex_label,beta_c1,beta_c2,beta_c3,parity,index_in_parity,basis_status,parity_source,provenance_kind,provenance_note,computation_hash
C_2_3.odd.056,C_2_3,"C_{2,3}",1,3,1,odd,56,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",dc709bf17f13b9a8
C_2_3.odd.057,C_2_3,"C_{2,3}",1,3,1,odd,57,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",ac8c935d79478d9e
C_2_3.odd.058,C_2_3,"C_{2,3}",1,3,1,odd,58,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",b9cee963b17c29df
C_2_3.odd.059,C_2_3,"C_{2,3}",1,3,1,odd,59,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",089237508461a77f
C_2_3.odd.060,C_2_3,"C_{2,3}",1,3,1,odd,60,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",ce5261020f83a9c2
C_2_3.odd.061,C_2_3,"C_{2,3}",1,3,1,odd,61,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",6faaa5c0d88a7e97
C_2_3.odd.062,C_2_3,"C_{2,3}",1,3,1,odd,62,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",819c10e1ff5d69f5
C_2_3.odd.063,C_2_3,"C_{2,3}",1,3,1,odd,63,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",010d0d44a84b8f7c
C_2_3.odd.064,C_2_3,"C_{2,3}",1,3,1,odd,64,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",9b26488db3de130f
C_2_3.odd.065,C_2_3,"C_{2,3}",1,3,1,odd,65,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",a8f95ee8a7651c0d
C_2_3.odd.066,C_2_3,"C_{2,3}",1,3,1,odd,66,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",4836a9485627c85a
C_2_3.odd.067,C_2_3,"C_{2,3}",1,3,1,odd,67,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",1b8e086673257d84
C_2_3.odd.068,C_2_3,"C_{2,3}",1,3,1,odd,68,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",bb6aaa63dcb2342d
C_2_3.odd.069,C_2_3,"C_{2,3}",1,3,1,odd,69,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",b6d5f5834dae7ac3
C_2_3.odd.070,C_2_3,"C_{2,3}",1,3,1,odd,70,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",d08fc932d93328ea
C_2_3.odd.071,C_2_3,"C_{2,3}",1,3,1,odd,71,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",42786cbdcdab61d7
C_2_3.odd.072,C_2_3,"C_{2,3}",1,3,1,odd,72,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",05cfa7c9e9b6f35c
C_2_3.odd.073,C_2_3,"C_{2,3}",1,3,1,odd,73,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",8b1ac3b47e335603
C_2_3.odd.074,C_2_3,"C_{2,3}",1,3,1,odd,74,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",2f7c5ae5e84b1274
C_2_3.odd.075,C_2_3,"C_{2,3}",1,3,1,odd,75,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",88c384efe5fb7426
C_2_3.odd.076,C_2_3,"C_{2,3}",1,3,1,odd,76,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",0cb3c7299f7f87f5
C_2_3.odd.077,C_2_3,"C_{2,3}",1,3,1,odd,77,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",6d9c15515049594e
C_2_3.odd.078,C_2_3,"C_{2,3}",1,3,1,odd,78,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",362558295bd657e0
C_2_3.odd.079,C_2_3,"C_{2,3}",1,3,1,odd,79,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",84056cfcb8462b22
C_2_3.odd.080,C_2_3,"C_{2,3}",1,3,1,odd,80,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",3d8ea3339b61191e
C_2_3.odd.081,C_2_3,"C_{2,3}",1,3,1,odd,81,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",87e32b330c2ed94e
C_2_3.odd.082,C_2_3,"C_{2,3}",1,3,1,odd,82,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",8b0d86fcbf895970
C_2_3.odd.083,C_2_3,"C_{2,3}",1,3,1,odd,83,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",7759b2993627e7d2
C_2_3.odd.084,C_2_3,"C_{2,3}",1,3,1,odd,84,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",93c4bed8d85782e7
C_2_3.odd.085,C_2_3,"C_{2,3}",1,3,1,odd,85,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",22a75201a3891329
C_2_3.odd.086,C_2_3,"C_{2,3}",1,3,1,odd,86,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",97a14e264d0c8f73
C_2_3.odd.087,C_2_3,"C_{2,3}",1,3,1,odd,87,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",d39554c90337c9d8
C_2_3.odd.088,C_2_3,"C_{2,3}",1,3,1,odd,88,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",f8608c1dcc2a0aa9
C_2_3.odd.089,C_2_3,"C_{2,3}",1,3,1,odd,89,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",06443f155d4c9712
C_2_3.odd.090,C_2_3,"C_{2,3}",1,3,1,odd,90,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",55e2cb67e933d430
C_2_3.odd.091,C_2_3,"C_{2,3}",1,3,1,odd,91,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",90694e78d39ba7ed
C_2_3.odd.092,C_2_3,"C_{2,3}",1,3,1,odd,92,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",87e1e80f15076209
C_2_3.odd.093,C_2_3,"C_{2,3}",1,3,1,odd,93,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",9d9060ecd26208aa
C_3_3.even.001,C_3_3,"C_{3,3}",1,1,3,even,1,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",e591dc1f95dbac59
C_3_3.even.002,C_3_3,"C_{3,3}",1,1,3,even,2,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",4f686bcb72f15540
C_3_3.even.003,C_3_3,"C_{3,3}",1,1,3,even,3,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",a8433c4f029cc456
C_3_3.even.004,C_3_3,"C_{3,3}",1,1,3,even,4,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",bff3e9399237ea68
C_3_3.even.005,C_3_3,"C_{3,3}",1,1,3,even,5,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",1a7dfda463dcdae0
C_3_3.even.006,C_3_3,"C_{3,3}",1,1,3,even,6,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",9ef3d74ee996fe77
C_3_3.even.007,C_3_3,"C_{3,3}",1,1,3,even,7,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",74e6204706df755c
C_3_3.even.008,C_3_3,"C_{3,3}",1,1,3,even,8,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",6f529d82ccbfd99e
C_3_3.even.009,C_3_3,"C_{3,3}",1,1,3,even,9,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",b61885c882d5e782
C_3_3.even.010,C_3_3,"C_{3,3}",1,1,3,even,10,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",104347fb42aaa002
C_3_3.even.011,C_3_3,"C_{3,3}",1,1,3,even,11,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",4dcec6020076032f
C_3_3.even.012,C_3_3,"C_{3,3}",1,1,3,even,12,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",6ac171c9b3e63e3e
C_3_3.even.013,C_3_3,"C_{3,3}",1,1,3,even,13,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",0557ce4ca924bbbd
C_3_3.even.014,C_3_3,"C_{3,3}",1,1,3,even,14,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",b1f4c9957b6acd92
C_3_3.even.015,C_3_3,"C_{3,3}",1,1,3,even,15,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",39591573f22b21ca
C_3_3.even.016,C_3_3,"C_{3,3}",1,1,3,even,16,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",9806b8a7a3498dcb
C_3_3.even.017,C_3_3,"C_{3,3}",1,1,3,even,17,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",0702dc2e99772794
C_3_3.even.018,C_3_3,"C_{3,3}",1,1,3,even,18,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",ff938cbb7bc6709d
C_3_3.even.019,C_3_3,"C_{3,3}",1,1,3,even,19,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",eafa84b4a0de4d5a
C_3_3.even.020,C_3_3,"C_{3,3}",1,1,3,even,20,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",a609308d4de52786
C_3_3.even.021,C_3_3,"C_{3,3}",1,1,3,even,21,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",9b7053c15ec63e27
C_3_3.even.022,C_3_3,"C_{3,3}",1,1,3,even,22,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",ee65d16155aa198c
C_3_3.even.023,C_3_3,"C_{3,3}",1,1,3,even,23,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",ff5ce40c74231a93
C_3_3.even.024,C_3_3,"C_{3,3}",1,1,3,even,24,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",df9345357c35cc96
C_3_3.even.025,C_3_3,"C_{3,3}",1,1,3,even,25,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",20d4a08da49dbb80
C_3_3.even.026,C_3_3,"C_{3,3}",1,1,3,even,26,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",f94b2c64a83f57b9
C_3_3.even.027,C_3_3,"C_{3,3}",1,1,3,even,27,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",2e8a40be9de838f8
C_3_3.even.028,C_3_3,"C_{3,3}",1,1,3,even,28,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",8109b8f9913a4fb4
C_3_3.even.029,C_3_3,"C_{3,3}",1,1,3,even,29,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",dfd646ec0fe36b02
C_3_3.odd.001,C_3_3,"C_{3,3}",1,1,3,odd,1,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",d49ec0db83b29c22
C_3_3.odd.002,C_3_3,"C_{3,3}",1,1,3,odd,2,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",15cc694718181c9c
C_3_3.odd.003,C_3_3,"C_{3,3}",1,1,3,odd,3,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",ad86327d9f837cc7
C_3_3.odd.004,C_3_3,"C_{3,3}",1,1,3,odd,4,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",61fbd2aba05218bf
C_3_3.odd.005,C_3_3,"C_{3,3}",1,1,3,odd,5,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",273300fe95e99cb7
C_3_3.odd.006,C_3_3,"C_{3,3}",1,1,3,odd,6,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",963ff596d6c2688e
C_3_3.odd.007,C_3_3,"C_{3,3}",1,1,3,odd,7,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",a932dc3105803493
C_3_3.odd.008,C_3_3,"C_{3,3}",1,1,3,odd,8,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",89a1d89e2c061f4d
C_3_3.odd.009,C_3_3,"C_{3,3}",1,1,3,odd,9,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",d1f94b3db8d58eb8
C_3_3.odd.010,C_3_3,"C_{3,3}",1,1,3,odd,10,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",0bdcb4fa0373f85c
C_3_3.odd.011,C_3_3,"C_{3,3}",1,1,3,odd,11,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",98e0adde77279eb6
C_3_3.odd.012,C_3_3,"C_{3,3}",1,1,3,odd,12,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",dd31271867314373
C_3_3.odd.013,C_3_3,"C_{3,3}",1,1,3,odd,13,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",5b732a4b12816316
C_3_3.odd.014,C_3_3,"C_{3,3}",1,1,3,odd,14,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",4626f8ccfbc652a7
C_3_3.odd.015,C_3_3,"C_{3,3}",1,1,3,odd,15,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",d17ad2666ae0648f
C_3_3.odd.016,C_3_3,"C_{3,3}",1,1,3,odd,16,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",d894958991272d8a
C_3_3.odd.017,C_3_3,"C_{3,3}",1,1,3,odd,17,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",4235cadfeb6d4ad0
C_3_3.odd.018,C_3_3,"C_{3,3}",1,1,3,odd,18,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",46dda54695c6f82b
C_3_3.odd.019,C_3_3,"C_{3,3}",1,1,3,odd,19,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",165d0e467b744d7e
C_3_3.odd.020,C_3_3,"C_{3,3}",1,1,3,odd,20,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",c8e861882da40ee2
C_3_3.odd.021,C_3_3,"C_{3,3}",1,1,3,odd,21,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",e97edefbf1f1d85d
C_3_3.odd.022,C_3_3,"C_{3,3}",1,1,3,odd,22,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",070bb64d4711039b
C_3_3.odd.023,C_3_3,"C_{3,3}",1,1,3,odd,23,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",28dc2f2112758911
C_3_3.odd.024,C_3_3,"C_{3,3}",1,1,3,odd,24,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",94e5bec5a9be3c3b
C_3_3.odd.025,C_3_3,"C_{3,3}",1,1,3,odd,25,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",035d44fd412d1b7f
C_3_3.odd.026,C_3_3,"C_{3,3}",1,1,3,odd,26,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",34667b72462464f5
C_3_3.odd.027,C_3_3,"C_{3,3}",1,1,3,odd,27,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",e50d09d2fdaab20f
C_3_3.odd.028,C_3_3,"C_{3,3}",1,1,3,odd,28,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",ac335a80fe82dbbb
C_3_3.odd.029,C_3_3,"C_{3,3}",1,1,3,odd,29,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",eb9de543c60ba3df
C_3_3.odd.030,C_3_3,"C_{3,3}",1,1,3,odd,30,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",2620a075955bc3c1
C_3_3.odd.031,C_3_3,"C_{3,3}",1,1,3,odd,31,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",9f25a0ee38872daf
C_3_3.odd.032,C_3_3,"C_{3,3}",1,1,3,odd,32,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",f24f6532c022307f
C_3_3.odd.033,C_3_3,"C_{3,3}",1,1,3,odd,33,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",20c44c1ebfee1bd4
C_3_3.odd.034,C_3_3,"C_{3,3}",1,1,3,odd,34,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",5c227b214d11a687
C_3_3.odd.035,C_3_3,"C_{3,3}",1,1,3,odd,35,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",c2e227ea88163997
C_3_3.odd.036,C_3_3,"C_{3,3}",1,1,3,odd,36,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",1c30ac4fe24b919d
C_3_3.odd.037,C_3_3,"C_{3,3}",1,1,3,odd,37,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",e46bba7652e81e1a
C_3_3.odd.038,C_3_3,"C_{3,3}",1,1,3,odd,38,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",7e92839574e62f8e
C_3_3.odd.039,C_3_3,"C_{3,3}",1,1,3,odd,39,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",8c2f60a875cf0a86
C_3_3.odd.040,C_3_3,"C_{3,3}",1,1,3,odd,40,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",ef2dca269627ee36
C_3_3.odd.041,C_3_3,"C_{3,3}",1,1,3,odd,41,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",eef5bbbaf4859704
C_3_3.odd.042,C_3_3,"C_{3,3}",1,1,3,odd,42,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",3b911a1a8f2253ba
C_3_3.odd.043,C_3_3,"C_{3,3}",1,1,3,odd,43,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",d97fc3e24f920885
C_3_3.odd.044,C_3_3,"C_{3,3}",1,1,3,odd,44,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",9cb0fe435a15d985
C_3_3.odd.045,C_3_3,"C_{3,3}",1,1,3,odd,45,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",09361adf54f01bc6
C_3_3.odd.046,C_3_3,"C_{3,3}",1,1,3,odd,46,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",bffa888f828598ae
C_3_3.odd.047,C_3_3,"C_{3,3}",1,1,3,odd,47,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",6bba60a81ae08883
C_3_3.odd.048,C_3_3,"C_{3,3}",1,1,3,odd,48,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",255470913886137a
C_3_3.odd.049,C_3_3,"C_{3,3}",1,1,3,odd,49,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",4d51319571382eda
C_3_3.odd.050,C_3_3,"C_{3,3}",1,1,3,odd,50,target_reference_basis,weyl_transport,weyl_transport_from_delta123,"even real-root Weyl transport s_k(delta123)=C_{k,3}; parity preserved from delta123:29|93",8bd60cf7a2a99be1
